region,category,parameter,mode,powertrain,year,unit,value
North America,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,2900
North America,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,4400
North America,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,1500
North America,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.03500000014901161
North America,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.12999999523162842
North America,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,0.15000000596046448
North America,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.04600000008940697
North America,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,1800
North America,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,6100
North America,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,8600
North America,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,2400
North America,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.061000000685453415
North America,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,0.1899999976158142
North America,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,0.33000001311302185
North America,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.08799999952316284
North America,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,4600
North America,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,13000
North America,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,23000
North America,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,10000
North America,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.14000000059604645
North America,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,0.6899999976158142
North America,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,0.699999988079071
North America,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.20000000298023224
North America,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,11000
North America,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,33000
North America,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,45000
North America,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,12000
North America,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.23000000417232513
North America,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,0.6700000166893005
North America,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,0.6700000166893005
North America,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,0.2800000011920929
North America,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,13000
North America,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,57000
North America,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,69000
North America,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,12000
North America,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,0.3199999928474426
North America,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,0.6000000238418579
North America,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,0.6000000238418579
North America,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,0.36000001430511475
North America,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,12000
North America,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,81000
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,98
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.7599999904632568
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.026000000536441803
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,98
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,150
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.04100000113248825
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.4699999988079071
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,54
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,47
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.4000000059604645
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.05299999937415123
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,200
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,320
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.08500000089406967
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.9100000262260437
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,120
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,140
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,1.2000000476837158
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.11999999731779099
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,450
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,660
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.18000000715255737
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,1.7999999523162842
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,210
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,180
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,1.5
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.23000000417232513
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,840
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,1400
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.3799999952316284
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,4.599999904632568
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,540
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,890
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,7.300000190734863
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.6200000047683716
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,2300
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,3200
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.8899999856948853
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,7.599999904632568
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,940
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,1300
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,12
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,1.100000023841858
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,3800
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,4000
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,1.2000000476837158
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,7
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,660
Norway,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,650
Norway,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,5.400000095367432
Norway,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,1.7000000476837158
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,5800
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,59
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.08799999952316284
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.23000000417232513
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,130
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,92
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.18000000715255737
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.3199999928474426
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,170
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,240
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,100
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,0.49000000953674316
Poland,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.006599999964237213
Poland,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.05700000002980232
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,1.399999976158142
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,880
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,650
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,1600
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,2500
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,5.099999904632568
Poland,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.1599999964237213
Poland,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.3799999952316284
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,7.900000095367432
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,5600
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,3100
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,1800
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,8200
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,4.599999904632568
Poland,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.5799999833106995
Poland,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.8199999928474426
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,7.199999809265137
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,11000
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,2500
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,1900
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,15000
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,5.800000190734863
Poland,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,1.100000023841858
Poland,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,1.100000023841858
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,7.599999904632568
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,15000
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,2500
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,2300
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,17000
Poland,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,5.800000190734863
Poland,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,1.2999999523162842
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.15000000596046448
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,31
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,31
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.006200000178068876
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.0071000000461936
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,5
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,36
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,0.028999999165534973
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,0.0560000017285347
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,46
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,10
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.008999999612569809
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.012000000104308128
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,18
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,64
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,0.08900000154972076
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,0.013000000268220901
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,67
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,3
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.012000000104308128
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.013000000268220901
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,8
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,75
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2017,percent,0.028999999165534973
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2018,percent,0.08100000023841858
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,100
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,25
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2018,percent,0.01600000075995922
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2019,percent,0.029999999329447746
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,89
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,190
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2019,percent,0.2800000011920929
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,210
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,21
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2020,percent,0.03500000014901161
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2020,percent,0.06599999964237213
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2021,percent,0.6600000262260437
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2021,percent,0.07500000298023224
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,240
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,450
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,6200
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2022,Vehicles,1700
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2022,percent,1
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2022,percent,4.300000190734863
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2023,percent,3.4000000953674316
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2023,percent,0.6000000238418579
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,1500
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,3600
Portugal,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,4000
Portugal,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,430
Portugal,Historical,EV stock share,2 and 3 wheelers,EV,2024,percent,0.6499999761581421
Portugal,Historical,EV sales share,2 and 3 wheelers,EV,2024,percent,0.8999999761581421
Rest of the world,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2010,Million barrels per day,0.0000016999999843392288
Rest of the world,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2010,"Oil displacement, million lge",0.10000000149011612
Rest of the world,Historical,Battery demand,2 and 3 wheelers,EV,2010,GWh,0.0017999999690800905
Rest of the world,Historical,Battery demand,2 and 3 wheelers,EV,2011,GWh,0.0008399999933317304
Rest of the world,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2011,Million barrels per day,0.0000021999999262334313
Rest of the world,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2011,"Oil displacement, million lge",0.12999999523162842
Rest of the world,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2012,Million barrels per day,0.00016999999934341758
Rest of the world,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2012,"Oil displacement, million lge",9.800000190734863
Rest of the world,Historical,EV sales share,2 and 3 wheelers,EV,2012,percent,0.8799999952316284
Rest of the world,Historical,EV stock share,2 and 3 wheelers,EV,2012,percent,0.0820000022649765
Rest of the world,Historical,Battery demand,2 and 3 wheelers,EV,2012,GWh,0.1899999976158142
Rest of the world,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,62000
Rest of the world,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,62000
Rest of the world,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,86000
Rest of the world,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,150000
Rest of the world,Historical,Battery demand,2 and 3 wheelers,EV,2013,GWh,0.25999999046325684
Rest of the world,Historical,EV stock share,2 and 3 wheelers,EV,2013,percent,0.1899999976158142
Rest of the world,Historical,EV sales share,2 and 3 wheelers,EV,2013,percent,1.2000000476837158
Rest of the world,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2013,Million barrels per day,0.00041000000783242285
Rest of the world,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2013,"Oil displacement, million lge",24
Rest of the world,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2014,Million barrels per day,0.0006300000241026282
Rest of the world,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2014,"Oil displacement, million lge",37
Rest of the world,Historical,EV sales share,2 and 3 wheelers,EV,2014,percent,1.100000023841858
Rest of the world,Historical,EV stock share,2 and 3 wheelers,EV,2014,percent,0.2800000011920929
Rest of the world,Historical,Battery demand,2 and 3 wheelers,EV,2014,GWh,0.27000001072883606
Rest of the world,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,230000
Rest of the world,Historical,EV sales,2 and 3 wheelers,BEV,2014,Vehicles,83000
Rest of the world,Historical,EV sales,2 and 3 wheelers,BEV,2015,Vehicles,90000
Rest of the world,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,310000
Rest of the world,Historical,Battery demand,2 and 3 wheelers,EV,2015,GWh,0.30000001192092896
Rest of the world,Historical,EV stock share,2 and 3 wheelers,EV,2015,percent,0.3700000047683716
Rest of the world,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2015,"Oil displacement, million lge",52
Rest of the world,Historical,EV sales share,2 and 3 wheelers,EV,2015,percent,1.2000000476837158
Rest of the world,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2015,Million barrels per day,0.0008800000068731606
Rest of the world,Historical,EV sales share,2 and 3 wheelers,EV,2016,percent,2.5
Rest of the world,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2016,Million barrels per day,0.0015999999595806003
Rest of the world,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2016,"Oil displacement, million lge",92
Rest of the world,Historical,EV stock share,2 and 3 wheelers,EV,2016,percent,0.6100000143051147
Rest of the world,Historical,Battery demand,2 and 3 wheelers,EV,2016,GWh,0.8100000023841858
Rest of the world,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,540000
Rest of the world,Historical,EV sales,2 and 3 wheelers,BEV,2016,Vehicles,230000
Rest of the world,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,260000
Rest of the world,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,790000
Rest of the world,Historical,Battery demand,2 and 3 wheelers,EV,2017,GWh,0.9300000071525574
Rest of the world,Historical,EV stock share,2 and 3 wheelers,EV,2017,percent,0.8500000238418579
Rest of the world,Historical,Oil displacement Mbd,2 and 3 wheelers,EV,2017,Million barrels per day,0.002400000113993883
